sentence,label
you work for what company or person exactly,who_do_you_work_for
you working for someone else on the side,who_do_you_work_for
can you remember who compiled you,who_made_you
who did the programming for this ai,who_made_you
who designed you,who_made_you
who makes the ai,who_made_you
i would like to know who programmed this ai,who_made_you
tell me what company programmed you,who_made_you
how did you come to be you,who_made_you
who created your ai program,who_made_you
tell me the company that produces you and similar machines,who_made_you
who made you up,who_made_you
that's a yes from me,yes
yeap,yes
i have to say affirmative on that one,yes
that is a fact,yes
i believe that's true,yes
"correct, it is affirmative",yes
that would be yes,yes
i think that's true,yes
that is not false,yes
"yes, that is accurate",yes
